DATE,"VOLUME
(US$BILLIONS)","EFFR
(PERCENT)",1ST,25TH,75TH,99TH,"TARGET RATE/RANGE
(PERCENT)",LOW,HIGH,"STD. DEV.
(PERCENT)"
2013/2/12,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/2/11,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.09,0.31,0.04
2013/2/8,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/2/7,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.31,0.04
2013/2/6,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.31,0.04
2013/2/5,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/2/4,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2013/2/1,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/1/31,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.09,0.31,0.05
2013/1/30,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2013/1/29,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2013/1/28,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.05
2013/1/25,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/1/24,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.31,0.04
2013/1/23,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2013/1/22,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.5,0.05
2013/1/18,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/1/17,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/1/16,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/1/15,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.04
2013/1/14,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/1/11,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.05
2013/1/10,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/1/9,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2013/1/8,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2013/1/7,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2013/1/4,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2013/1/3,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.31,0.04
2013/1/2,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2012/12/31,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.31,0.08
2012/12/28,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2012/12/27,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.31,0.04
2012/12/26,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2012/12/24,N/A,0.18,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.31,0.04
2012/12/21,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2012/12/20,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/12/19,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2012/12/18,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.31,0.04
2012/12/17,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2012/12/14,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2012/12/13,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.31,0.04
2012/12/12,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.31,0.03
2012/12/11,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.31,0.04
2012/12/10,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/12/7,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.3,0.03
2012/12/6,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/12/5,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/12/4,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/12/3,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/11/30,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2012/11/29,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/11/28,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.5,0.04
2012/11/27,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/11/26,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.31,0.03
2012/11/23,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/11/21,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/11/20,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2012/11/19,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2012/11/16,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2012/11/15,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.35,0.04
2012/11/14,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/11/13,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.31,0.04
2012/11/9,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2012/11/8,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2012/11/7,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/11/6,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/11/5,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2012/11/2,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/11/1,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2012-10-31[r],N/A,0.18,N/A,N/A,N/A,N/A,0.00-0.25,0.11,0.5,0.06
2012/10/30,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.11,0.31,0.03
2012-10-29[r],N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.11,0.31,0.03
2012/10/26,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2012/10/25,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.03
2012/10/24,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/10/23,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/10/22,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2012/10/19,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2012/10/18,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2012/10/17,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.03
2012/10/16,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.03
2012/10/15,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.31,0.03
2012/10/12,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.03
2012/10/11,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.5,0.03
2012/10/10,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.04
2012/10/9,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.03
2012/10/5,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2012/10/4,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2012/10/3,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/10/2,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/10/1,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.31,0.04
2012/9/28,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.06
2012/9/27,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2012/9/26,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2012/9/25,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.04
2012/9/24,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.09,0.31,0.04
2012/9/21,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2012/9/20,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.31,0.04
2012/9/19,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.04
2012/9/18,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.04
2012/9/17,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.04
2012/9/14,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.05
2012/9/13,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.04
2012/9/12,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.04
2012/9/11,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.38,0.04
2012/9/10,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.04
2012/9/7,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.04
2012/9/6,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.04
2012/9/5,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/9/4,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.04
2012/8/31,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.04
2012/8/30,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.38,0.04
2012/8/29,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2012/8/28,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.38,0.03
2012/8/27,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.31,0.04
2012/8/24,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.04
2012/8/23,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/8/22,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/8/21,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/8/20,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.04
2012/8/17,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/8/16,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/8/15,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2012/8/14,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2012/8/13,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.5,0.04
2012/8/10,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.38,0.04
2012/8/9,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.03
2012/8/8,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/8/7,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.04
2012/8/6,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.05
2012/8/3,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.04
2012/8/2,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.38,0.04
2012/8/1,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/7/31,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.5,0.06
2012/7/30,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.04
2012/7/27,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/7/26,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.04
2012/7/25,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.04
2012/7/24,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.31,0.03
2012/7/23,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.31,0.04
2012/7/20,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.38,0.04
2012/7/19,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.5,0.05
2012/7/18,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.31,0.04
2012/7/17,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.31,0.04
2012/7/16,N/A,0.18,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.38,0.03
2012/7/13,N/A,0.19,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.5,0.06
2012/7/12,N/A,0.18,N/A,N/A,N/A,N/A,0.00-0.25,0.12,0.5,0.05
2012/7/11,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.38,0.03
2012/7/10,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.38,0.03
2012/7/9,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.04
2012/7/6,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.38,0.03
2012/7/5,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.03
2012/7/3,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/7/2,N/A,0.18,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.38,0.03
2012/6/29,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.38,0.06
2012/6/28,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.05
2012/6/27,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.04
2012/6/26,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.03
2012/6/25,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.03
2012/6/22,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.04
2012/6/21,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.03
2012/6/20,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.03
2012/6/19,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.12,0.38,0.03
2012/6/18,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.04
2012/6/15,N/A,0.18,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.03
2012/6/14,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.03
2012/6/13,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.03
2012/6/12,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.04
2012/6/11,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.5,0.04
2012/6/8,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.38,0.03
2012/6/7,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.38,0.03
2012/6/6,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.03
2012/6/5,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.1,0.38,0.02
2012/6/4,N/A,0.17,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.03
2012/6/1,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.03
2012/5/31,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.03
2012/5/30,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.5,0.03
2012/5/29,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.03
2012/5/25,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.03
2012/5/24,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.03
2012/5/23,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.31,0.03
2012/5/22,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.03
2012/5/21,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.03
2012/5/18,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.38,0.03
2012/5/17,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.03
2012/5/16,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.03
2012/5/15,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.03
2012/5/14,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.03
2012/5/11,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.38,0.03
2012/5/10,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.09,0.38,0.03
2012/5/9,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.03
2012/5/8,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.38,0.03
2012/5/7,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.5,0.03
2012/5/4,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.31,0.04
2012/5/3,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.38,0.04
2012/5/2,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.5,0.05
2012/5/1,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.38,0.04
2012/4/30,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.05
2012/4/27,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.04
2012/4/26,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.38,0.04
2012/4/25,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.38,0.04
2012/4/24,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.38,0.06
2012/4/23,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.38,0.05
2012/4/20,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/4/19,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/4/18,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/4/17,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2012/4/16,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.04
2012/4/13,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.04
2012/4/12,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.04
2012/4/11,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.06
2012/4/10,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.5,0.05
2012/4/9,N/A,0.16,N/A,N/A,N/A,N/A,0.00-0.25,0.08,0.38,0.04
2012/4/6,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.04
2012/4/5,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.04
2012/4/4,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/4/3,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.07,0.38,0.04
2012/4/2,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.04
2012/3/30,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.38,0.06
2012/3/29,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.04
2012/3/28,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.03
2012/3/27,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.04
2012/3/26,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.04
2012/3/23,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.03
2012/3/22,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.04
2012/3/21,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.04
2012/3/20,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/3/19,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/3/16,N/A,0.15,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/3/15,N/A,0.14,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.04
2012/3/14,N/A,0.13,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.05
2012/3/13,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/3/12,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2012/3/9,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.04
2012/3/8,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.04
2012/3/7,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/3/6,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/3/5,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/3/2,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/3/1,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/2/29,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.05
2012/2/28,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/2/27,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/2/24,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.03
2012/2/23,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.03
2012/2/22,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.03
2012/2/21,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.5,0.07
2012/2/17,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/2/16,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/2/15,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/2/14,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/2/13,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/2/10,N/A,0.12,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/2/9,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.03
2012/2/8,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.38,0.04
2012/2/7,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.5,0.04
2012/2/6,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.04
2012/2/3,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/2/2,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.06,0.38,0.04
2012/2/1,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.04
2012/1/31,N/A,0.11,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.05
2012/1/30,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.05,0.38,0.05
2012/1/27,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2012/1/26,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.04
2012/1/25,N/A,0.08,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.04
2012/1/24,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.04
2012/1/23,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.5,0.05
2012/1/20,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.04
2012/1/19,N/A,0.1,N/A,N/A,N/A,N/A,0.00-0.25,0.04,0.38,0.05
2012/1/18,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.01,0.38,0.04
2012/1/17,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.03,0.38,0.05
2012/1/13,N/A,0.09,N/A,N/A,N/A,N/A,0.00-0.25,0.02,0.38,0.06
